,ID,question_id,expected_output,actual_output,output_ok_or_not,expected_ans,actual_ans,ans_ok_or_not
1218,357,Q16,"### Q16:
1

### Q16_just:
Information regarding the participantsâ€™
characteristics was collected, namely age, sex, cognitive status, inclusion and
exclusion criteria, drugs history, disease duration and other comorbidities
such as major depressive disorders and depressive symptoms, hypertension, and
diabetes. The instructions given to the participants in each original study
were also analyzed in the present review. The procedures and methods used to
analyze the HRV included the duration of recording (long or short-term
recording), position (supine or standing), recording time, the technique used
for spectral analysis, and the variables used in the time and frequency
domains.","### Q16:
1

### Q16_just:
2.4. Data Collection Process Information regarding the participantsâ€™ characteristics was collected, namely age, sex, cognitive status, inclusion and exclusion criteria, drugs history, disease duration and other comorbidities such as major depressive disorders and depressive symptoms, hypertension, and diabetes. The instructions given to the participants in each original study were also analyzed in the present review. The procedures and methods used to analyze the HRV included the duration of recording (long or short-term recording), position (supine or standing), recording time, the technique used for spectral analysis, and the variables used in the time and frequency domains.",False,1,1,True
1219,358,Q16,"### Q16:
1

### Q16_just:
Numerous characteristics of each study were
retrieved using a standardized data collection form. These characteristics
encompassed six broad domains: (a) the research report included basic
information about authorship and date of publication; (b) study characteristics
included information about the cohort, source of study population, and study
design; (c) quality indicators to assess observational studies
(see below); (d) sample information included demographic characteristics of the
cohorts; (e) outcome measures included information pertaining to the
neurodevelopmental outcomes and covariates; and (f) estimate of effect size
detailed the information needed to derive an unadjusted OR or adjusted OR and
95% confidence intervals (CIs).","### Q16:
1

### Q16_just:
Data extraction was completed by 4 reviewers (CB, KR, AS,
AM), with each article being independently coded twice. If there was a
discrepancy in coding, the two coders discussed each disagreement until
agreement was reached.",False,1,1,True
1220,359,Q16,"### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.","### Q16:
1

### Q16_just:
In order to discuss factors that might have influenced the results, information on the characteristics of each study site was also collected",False,0,1,False
1221,360,Q16,"### Q16:
1

### Q16_just:
Eight studies
were selected for the ï¬nal review. The parameters of interest were gain in the
vertical bone height, bone resorption, implant success/survival, and
complications.","### Q16:
1

### Q16_just:
The parameters of interest were gain in the vertical bone height, bone resorption, implant success/survival, and complications.",False,1,1,True
1222,361,Q16,"### Q16:
1

### Q16_just:
This systematic review complied with the
Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines
(Table S1).9 The protocol was prospectively registered in the International
Prospective Register of Systematic Reviews (registration number:  CRD42018096969). No ethics committee approval
or informed consent was required since this was a retrospective analysis of
previously published studies.
Data Sources and Search Strategy
An extensive, unrestricted, computerized
MEDLINE, Embase, and Cochrane Library literature search of articles in English
and French was independently conducted by 2 reviewers (J.A., L.D.) according to
prespeciï¬ed selection criteria from inception to April 3, 2018. We also
considered studies selected from prior meta-analyses related to the impact of
MRAs on AF occurrence6,7; trial protocols on trial registry platforms,
including clinicaltrials.gov ( https://clinicaltrials.gov/), the World Health
Organizationâ€™s International Clinical Trials Registry Platform
( http://apps.who.int/trialsearch/), the UK Clinical Trials Gateway ( https://www.ukctg.nihr.ac.uk/),
and EudraCT ( https://eudract.ema.europa.eu/); and data from scientiï¬c meeting
abstracts and conferences. We used both controlled terms (ie, MeSH terms in
MEDLINE) and free-text terms related to MRAs as domain 1 (details of the search
are provided in Figure 1). Regarding domain 2 (AF domain), as we did not expect
that AF would be reported often in study titles or abstracts (because AF is
often a secondary end point of MRA studies), we did not create a speciï¬c search
domain using the free term â€œAFâ€ to avoid restricting search strategy.
Therefore, we computed a larger domain using the terms â€œcardiovascular diseaseâ€
OR â€œheart diseaseâ€ OR â€œatrial ï¬brillationâ€ (domain 2). The ï¬nal research was
performed as follows: (domain 1) AND (domain 2). Second, a manual search was
performed for relevant references from the selected articles.
Study Selection
Studies evaluating the effects of MRAs
(study intervention) compared with non-MRA drugs (placebo or other control
drugs, study comparator) on AF occurrence in adult patients were included.
Studies using comparators other than drugs were not included. Clinical trials
(randomized or nonrandomized, parallel arm, and cluster designs) and clinical
observational comparative studies (including retrospective or prospective
cohorts and case-control or nested case-control designs) reporting any AF
outcomes and the use of MRAs were included. We excluded cross-sectional
studies, case series, crossover studies, and case reports. Healthcare/health
insurance database studies were also excluded because this type of database
does not offer much valuable clinical information to allow the conduct of
subgroup and meta-regression analyses.
Data Extraction
Two review authors (J.A., L.D.)
independently screened study titles and abstracts identiï¬ed by the search
against eligibility criteria. Full reports were obtained for all eligible
articles/abstracts. The review authors independently extracted data from the
selected studies in duplicate using a standardized data extraction form. Any
disagreements were resolved by consensus with senior authors (J.J.P., P.M.).
The j statistic revealed excellent agreement between the 2 review authors
(j=0.86; 95% CI, 0.6â€“1.0 [P50%, and
signiï¬cant heterogeneity was deï¬ned if P","### Q16:
1

### Q16_just:
Data extracted included patient demographic and baseline characteristics, patient selection, methodology and study design, inclusion and exclusion criteria, follow-up duration, number of patients, type and dosing of MRAs (when available), and outcomes of interest reported at follow-up.",False,1,1,True
1223,363,Q16,"### Q16:
1

### Q16_just:
The information collected from
each study included: author(s); study year; city(s)/country(s) of study; number
of patients in the series (including numbers with elevated lipase, and numbers
with lipase levels of three or more times the ULN); normal ranges of lipase and
amylase; mean peak lipase levels; mean peak amylase levels; evidence of
pancreatitis in CT and/or ultrasonography (US); presence of abdominal pain or tenderness;
method(s) used to conï¬rm diagnosis, and condition(s) associated with lipase
levels of three or more times the ULN as cited in the article (Appendix).","### Q16:
1

### Q16_just:
A standardized table was utilized in the process of extracting data from each article. The information collected from each study included:  author(s); study year; city(s)/country(s) of study; number of patients in the series (including numbers with elevated lipase, and numbers with lipase levels of three or more times the ULN); normal ranges of lipase and amylase; mean peak lipase levels; mean peak amylase levels; evidence of pancreatitis in CT and/or ultrasonography (US); presence of abdominal pain or tenderness; method(s) used to conï¬rm diagnosis, and condition(s) associated with lipase levels of three or more times the ULN as cited in the article (Appendix).",False,1,1,True
1224,364,Q16,"### Q16:
1

### Q16_just:
The following variables were extracted from
each study: year of publication, country of study, type of dataset/database,
study period and treatment modality.","### Q16:
1

### Q16_just:
The following variables were extracted from each study:
year of publication, country of study, type of dataset/database, study
period and treatment modality.",False,1,1,True
1225,365,Q16,"### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.","### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.",True,0,0,True
1226,367,Q16,"### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.","### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.",True,0,0,True
1227,368,Q16,"### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.","### Q16:
1

### Q16_just:
Two authors (JND and GAB) independently extracted data
from all eligible studies using a piloted data extraction form. Disagreement
was resolved as above. For all continuous outcomes, means and standard
deviations were extracted for analysis. If means and conï¬dence intervals (CIs)
were reported instead, standard deviations were calculated from these values.
Incomplete data (e.g., means without standard deviations) could not be used
and were excluded from this meta-analysis. Primary Outcome Measure Nonunion; deï¬ned as (1) failure of the
fracture to unite more than 6-month postinjury, with radiographic evidence of
fracture line or pain at the fracture site, or (2) when an endpoint is reached
as deï¬ned by a change from non-operative to operative treatment earlier than 6 months
after injury because of persistent nonunion according to treating physicianâ€™s (subjective)
opinion. Secondary Outcome Measures Â·Â Â Â Â Â Â Functional outcome (based on validated
hand and wrist function scores). Â·Â Â Â Â Â Â Patient satisfaction. Â·Â Â Â Â Â Â Pain. Â·Â Â Â Â Â Â Range of motion. Â·Â Â Â Â Â Â Grip strength. Â·Â Â Â Â Â Â Time to union. Â·Â Â Â Â Â Â Malunion. Â·Â Â Â Â Â Â Return to work. Â·Â Â Â Â Â Â Return to previous activity. Â·Â Â Â Â Â Â Avascular necrosis (AVN).",False,0,1,False
1228,370,Q16,"### Q16:
1

### Q16_just:
Data from the included studies, including
country, population, study design, intervention(s) and comparator, follow-up,
costs and cost categories, outcomes and source of effectiveness evidence,
incremental costs, incremental effects and conclusion regarding cost effectiveness,
were extracted in standard evidence tables by one of the authors (DD).","### Q16:
1

### Q16_just:
In accordance with NICE methodology, the review question was developed in consultation with stakeholder groups and then refined by the Guideline Committee using the PICO (population, intervention, comparison and outcome) frame-work for intervention reviews to guide the literature searching process, critical appraisal and evidence synthesis [60]. Systematic literature searches were undertaken to identify health economic evidence within published literature relevant to the review question. The searches were conducted in the NHS Economic Evaluation Database (NHS EED), the Health Technology Assessment Database (HTA) and the Health Economic Evaluations Database (HEED) (NHS EED ceased to be updated after March 2015; HEED was used for searches up to December 2014 but subsequently ceased to be available). Additionally, searches were run on MEDLINE and EMBASE using a health economic evaluation filter. Where possible, searches were restricted to papers published in English; studies published in languages other than English were not reviewed. Initial searches were run up to December 2016 and then updated on 23 March 2018. No paper published after this date was considered. The search strategies are included in Online Resource 1. Study selection was undertaken first by one of the authors (DD) sifting through the titles and abstracts of the retrieved records in accordance with the inclusion/exclusion criteria (listed below) and then being independently checked by another author (AH). Differences in opinion were resolved through discussions among the two authors. If a consensus was not reached, the opinion of a more senior health economist (DW) was sought and the decision discussed with the community pharmacy expert on the committee (MV), the guideline committee chair (JB) and the deputy chair (PD). 2.1  Inclusion/Exclusion Criteria The key population inclusion criterion was:   â€¢       adults (18  years of age and over) and young people (16â€“17  years of age) who are at risk of, and those who seek or are referred for, emergency NHS care for a suspected or confirmed acute illness, including medical emergencies.   â€¢      children   â€¢       people with acute obstetric emergencies   â€¢       people with acute mental health emergencies, once a diagnosis had been made   â€¢       people with acute surgical emergencies, once a diagnosis had been made   â€¢       people who had experienced major trauma, complex or non-complex fractures or spinal injury   â€¢       people in hospital who were not there for an acute medical emergency (i.e. elective admissions) and who did not develop an acute medical emergency during their stay    â€¢       people already in hospital with acute deterioration people with chronic conditions who were being managed as outpatients but who required an elective admission for treatment from specialists involved in the acute pathway.    The key study inclusion criterion was that the study had to be a full economic evaluation (studies comparing costs and health consequences of alternative courses of action: cost-utility, cost-effectiveness, cost-benefit and cost-con-sequences analyses). Comparative costing studies that addressed the review question in the relevant population were also considered for inclusion. Studies that only reported cost per hospital (not per patient), or only reported average cost effectiveness with-out disaggregated costs and effects, were excluded, as were literature reviews, conference abstracts, posters, letters, editorials, comment articles and unpublished studies. Studies published before 2005 and studies from non-OECD (Organisation for Economic Co-operation and Development) countries or the US were also excluded on the basis that the applicability of such studies to the present UK NHS context was likely to be too low to inform the guideline commit-teeâ€™s decision making. In addition, studies not published in English were excluded. The remaining health economic studies were prioritised for inclusion based on their relative applicability and the study limitations. The hierarchies used to guide this prioritisation process are listed in Table  1, which presents the review protocol. The categories for the assessment of applicability and methodological quality are illustrated in Table  2, and the criteria used are listed in the NICE economic evaluation checklist available in Appendix H of the NICE Guidelines Manual ( https://www.nice.org.uk/process/pmg20/resources/appendix-h-pdf-2549710190) [60]. The main criteria for judging the applicability are related to the nature of the population, the intervention, the perspective, and the method used for measuring and valuing health outcomes. The criteria used for judging methodological quality include time horizon, source of efficacy estimates, source of baseline risks, source of unit costs and assessment of uncertainty. Data from the included studies, including country, population, study design, intervention(s) and comparator, follow-up, costs and cost categories, outcomes and source of effectiveness evidence, incremental costs, incremental effects and conclusion regarding cost effectiveness, were extracted in standard evidence tables by one of the authors (DD). Where costs were reported in currencies other than UK Pounds Sterling (GBP), conversion was undertaken using the OECD purchasing power parity conversion rates for the corresponding cost year. Costs were not inflated.",False,1,1,True
1229,371,Q16,"### Q16:
1

### Q16_just:
Information on study design and antibiotic
treatment including dose and route, study population, number and age of
participants, microbiology, clinical efficacy, and any other outcome measures,
such as adverse reactions and mortality, was extracted from each study.","### Q16:
1

### Q16_just:
Information on study design and antibiotic treatment including dose and route, study population, number and age of participants, microbiology, clinical efficacy, and any other outcome measures, such as adverse reactions and mortality, was extracted from each study.",False,1,1,True
1230,372,Q16,"### Q16:
1

### Q16_just:
Data were extracted independently by two
reviewers (CC and CH) using a standardised data record form. The following
information was extracted and recorded: first author, year of publication,
inclusion criteria, study design, mean or median age of participants, sex,
indications for anticoagulant therapy, bleeding site, type of surgery (procedure),
type and dose of PCC, dose of FFP and du-ration of follow-up. Discrepancies
between the reviewers resolved by consensus or a third reviewer (MC).","### Q16:
1

### Q16_just:
Data were extracted independently by two reviewers (CC and
 CH) using a standardised data record form. The following information 
was extracted and recorded: first author, year of publication, 
inclusion criteria, study design, mean or median age of participants, 
sex, indications for anticoagulant therapy, bleeding site, type of 
surgery (procedure), type and dose of PCC, dose of FFP and duration of 
follow-up.",False,1,1,True
1231,373,Q16,"### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.","### Q16:
1

### Q16_just:
The three main outcome measures of this review were shoulder subluxation, shoulder pain, and motor function in the upper arm.",False,0,1,False
1232,374,Q16,"### Q16:
1

### Q16_just:
Two authors independently extracted data
using a proforma. The full papers were used where possible (four studies), with
abstracts used if no full paper was available (four studies). The primary
outcome was mortality. Secondary outcomes included time to lactate result, time
to antibiotic and intravenous (IV) fluid treatment, and length of stay.","### Q16:
1

### Q16_just:
Search strategyThe authors searched
MEDLINE (1946 to present), Embase (1974 to 3 June 2016), Web of Science
(1945 to present), CENTRAL (issue 5 of 12, May 2016), Database of Abstracts
of Reviews of Effects (issue 2 of 4, April 2015), and the Cochrane Database
of Systematic Reviews (issue 6 of 12, June 2016) for relevant articles, using
a maximally sensitive strategy (Appendix 1). The authors excluded animal
studies, case reports, comments, letters, and editorials. All other study
types were included in the search strategy. The authors searched for studies
in both children and adults. There were no limits on language or date of
publication. The authors performed citation searches of all full-text papers
retrieved, to identify other relevant studies.Data extractionFollowing exclusion of
duplicate studies, all titles and abstracts were screened independently by two
authors, using the following inclusion criteria:â€¢   â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ population â€” patients presenting
to first-assessment settings, including community-based health care and
emergency departments (EDs), with symptoms suggestive of serious bacterial
infection;â€¢   â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ intervention â€” point-of-care lactate
testing;â€¢   â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ comparator â€” usual care; andâ€¢   â€ â€ â€ â€ â€ â€ â€ â€ â€ â€ outcomes â€” at least one patient outcome
(for example, mortality, time to treatment, length of stay). Purely diagnostic
accuracy studies were excluded, given this reviewâ€™s focus on clinical outcomes
(and the potential circularity of lactate measurement being required for
diagnosis of sepsis according to some existing definitions of sepsis).The full texts of remaining
articles were independently screened by pairings of two authors, and reviewed
for inclusion according to the specified criteria. Disagreements were resolved
by discussion with a third reviewer.Two authors independently extracted
data using a proforma. The full papers were used where possible (four studies),
with abstracts used if no full paper was available (four studies). The
primary outcome was mortality. Secondary outcomes included time to lactate
result, time to antibiotic and intravenous (IV) fluid treatment, and length of
stay. Authors were contacted for further clarification or missing data where
necessary.Quality assessmentQuality assessment was undertaken
independently by two authors using the ROBINS-I tool for non-randomised studies
of interventions.9 Quality was determined on a scale from low risk of bias
(comparable with a well-performed randomised controlled trial [RCT]), to
critical risk of bias (too problematic to provide any useful evidence on the
effects of the intervention).Data synthesisThere were insufficient data with
acceptable risk of bias to perform meta-analysis.",False,1,1,True
1233,375,Q16,"### Q16:
1

### Q16_just:
Study characteristics were extracted from
all eligible articles including study design, settings, source of participants
and their eligibility criteria and outcome definitions, methods of statistical
analysis, including adjustment for confounding were assessed.","### Q16:
1

### Q16_just:
Study characteristics were extracted from all eligible articles including study design, settings, source of participants and their eligibility criteria and outcome definitions, methods of statistical analysis, including adjustment for confounding were assessed.",False,1,1,True
1234,376,Q16,"### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.","### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.",True,0,0,True
1235,377,Q16,"### Q16:
1

### Q16_just:
The following information was
systematically extracted (see Table 1): authors, year of publication, sample
size indicating the validity of the article (varying from 113 to 30,791,751
persons), study design, analyzed outcome, key findings stratified according to
income, education and gender, and confounders controlled for.","### Q16:
1

### Q16_just:
The following information was systematically extracted (see Table 1): authors, year of publication, sample size indicating the validity of the article (varying from 113 to 30,791,751 persons), study design, analyzed outcome, key findings stratified according to income, education and gender, and confounders controlled for.",False,1,1,True
1236,378,Q16,"### Q16:
1

### Q16_just:
The following data items, if available,
were collected: ï¬rst author; year of publication; study design; geographical
region; number of persons with AD, bacterial infections, or both enrolled in
the study; AD severity; age range; sex proportion; and AD and infection
diagnostic criteria.","### Q16:
1

### Q16_just:
The following data items, if available, were collected: ï¬rst author; year of publication; study design; geographical region; number of persons with AD, bacterial infections, or both enrolled in the study; AD severity; age range; sex proportion; and AD and infection diagnostic criteria.",False,1,1,True
1237,381,Q16,"### Q16:
1

### Q16_just:
Information
 regarding eligible studiesâ€™ characteristics, that is, publication year,
 study design (random vs observational, multi vs single center, number 
of patients recruited), patient demographics (sex, age, etc.), procedure
 duration, and clinical outcome of interest, that is, TLPP, was 
collected.","### Q16:
1

### Q16_just:
Studiesâ€™ characteristics and assessment of study qualityInformation regarding eligible studiesâ€™ characteristics, that is, publication year, study design (random vs observational, multi vs single center, number of patients recruited), patient demographics (sex, age, etc.), procedure duration, and clinical outcome of interest, that is, TLPP, was collected.",False,1,1,True
1238,382,Q16,"### Q16:
1

### Q16_just:
Two reviewers (FD 
and SB) extracted data from each study: first author, year and format of
 publication (full-text article/abstract), study design 
(prospective/retrospective, randomised/not randomised, blind/open), 
study population (paediatric/adult UC patients) and number of patients. 
Furthermore, demographic and clinical characteristics of the patients 
(sex, median age, Montreal classification, smoking status and 
medication), definition of histologic remission, FC cut-off level, FC 
kit, location of the performed biopsies, inclusion/exclusion criteria 
and ROC curve results (sensitivity [SE], specificity [SP], negative 
predictive value [NPV], positive predictive value [PPV] and area under 
curve [AUC]) were collected.","### Q16:
1

### Q16_just:
Two reviewers (FD and SB) extracted data from each study:
first author, year and format of publication (full-text article/abstract),
study design (prospective/retrospective, randomised/not randomised,
blind/open), study population (paediatric/adult UC patients) and number of
patients. Furthermore, demographic and clinical characteristics of the patients
(sex, median age, Montreal classification, smoking status and medication),
definition of histologic remission, FC cut-off level, FC kit, location of the
performed biopsies, inclusion/exclusion criteria and ROC curve results
(sensitivity [SE], specificity [SP], negative predictive value [NPV], positive
predictive value [PPV] and area under curve [AUC]) were collected.",False,1,1,True
1239,383,Q16,"### Q16:
1

### Q16_just:
Two
 authors (SJK. and JHA) independently extracted the data into Microsoft 
Excel. The following data were extracted: country of study, demographics
 including age and gender, initial radiographic findings, time to MRI 
examination, type of fracture demonstrated by MRI, management of 
fracture, postoperative rehabilitation, follow-up period, outcomes 
following surgery, and other complications (displacement of fracture, 
nonunion, infection, neurological issues, or vascular injury).","### Q16:
1

### Q16_just:
The following data were extracted: country of study, demographics including age and gender, initial radiographic findings, time to MRI examination, type of fracture demonstrated by MRI, management of fracture, postoperative rehabilitation, follow-up period, outcomes following surgery, and other complications (displacement of fracture, nonunion, infection, neurological issues, or vascular injury).",False,1,1,True
1240,385,Q16,"### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.","### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.",True,0,0,True
1241,387,Q16,"### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.","### Q16:
1

### Q16_just:
We analyzed the incidence of thromboembolic events, defined as stroke, pulmonary embolism, intracardiac or deep vein thrombosis, and reversible ischemic neurologic deficit occurring early or late after the ECC Fontan procedure. Early outcome was defined as outcome within the hospital or during the first 30 postoperative days.",False,0,1,False
1242,388,Q16,"### Q16:
1

### Q16_just:
Included
 studies were reviewed to extract the following information from patient
 subsets undergoing percutaneous treatment for PCS: population size, 
study design, age, followup duration, type of intervention, embolic 
agent(s), and outcomes via change in pre- and posttreatment 
self-reported symptoms. Additional information including reported 
complications, symptom resolution, symptom type, parity, and 
postprocedure length of stay are reported according to the subset of 
studies providing these data points.","### Q16:
1

### Q16_just:
Each eligible study was evaluated for methodology and potential bias. Included studies were reviewed to extract the following information from patient subsets undergoing percutaneous treatment for PCS: population size, study design, age, followup duration, type of intervention, embolic agent(s), and outcomes via change in pre- and posttreatment self-reported symptoms. Additional information including reported complications, symptom resolution, symptom type, parity, and postprocedure length of stay are reported according to the subset of studies providing these data points. Applicable PRISMA guidelines were followed in data collection, analysis, and reporting. Detailed description of extracted data was tabulated.",False,1,1,True
1243,389,Q16,"### Q16:
1

### Q16_just:
Three
 authors (N.S., M.K., C.K.) developed a template for data extraction; 
information extracted included patient characteristics, study design, 
exercise prescription and outcome variables (Kt/v, URR, serum P, QOL, 
vitamin D3, PTH, CRP, cost effectiveness, hospitalization rate, number 
of emergency HD, intake of P binders, mortality). Eligible articles were
 reviewed, and relevant data was then extracted, and organized into 2 
main results tables by one author (N.S.).","### Q16:
1

### Q16_just:
information extracted included patient
characteristics, study design, exercise prescription and outcome variables
(Kt/v, URR, serum P, QOL, vitamin D3, PTH, CRP, cost effectiveness,
hospitalization rate, number of emergency HD, intake of P binders, mortality).",False,1,1,True
1244,392,Q16,"### Q16:
1

### Q16_just:
Two
 investigators independently extracted data regarding study design and 
results, including age, gender distribution, patient selection, 
indication for liver transplantation or disease etiology, body mass 
index (BMI), albumin level, MELD score, presence of cirrhosis, details 
on skeletal muscle mass measurement methods, prevalence of sarcopenia, 
waiting list mortality, posttransplantation mortality and complications,
 length of intensive care unit (ICU) and hospital stay, graft survival, 
and overall survival.","### Q16:
1

### Q16_just:
Two investigators independently extracted data regarding study design and results, including age, gender distribution, patient selection, indication for liver transplantation or disease etiology, body mass index (BMI), albumin level, MELD score, presence of cirrhosis, details on skeletal muscle mass measurement methods, prevalence of sarcopenia, waiting list mortality, posttransplantation mortality and complications, length of intensive care unit (ICU) and hospital stay, graft survival, and overall survival.",False,1,1,True
1245,393,Q16,"### Q16:
1

### Q16_just:
Data
 were extracted independently by two authors (E.A. and D.P.) using a 
previously prepared data extraction form. The following information was 
extracted from each study: first author and year of publication, study 
design, patient age (year), male to female ratio, sample size, 
populations from which the patients and controls were selected, number 
of patients, type of dentofacial deformities, how outcomes were 
measured, follow-up period and authors' conclusion.","### Q16:
1

### Q16_just:
The following information was extracted from each study: first author and year of publication, study design, patient age (year), male to female ratio, sample size, populations from which the patients and controls were selected, number of patients, type of dentofacial deformities, how outcomes were measured, follow-up period and authors' conclusion.",False,1,1,True
1246,394,Q16,"### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.","### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.",True,0,0,True
1247,395,Q16,"### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.","### Q16:
0

### Q16_just:
There is no information on this item in the methodology provided.",True,0,0,True
1248,396,Q16,"### Q16:
1

### Q16_just:
Each
 article was independently evaluated by two reviewers (RJB, DR, PBL, or 
MTB) with pilot-tested collection forms. Trismus was assessed by the 
presence (Y/N), grade when available, or amount of opening (mm). 
Measures of quality of life (QOL) and economic variables were documented
 if available. Further data collected for each article such as type of 
study, blinding, presence of control group, scale validity, and samples 
size were used to determine the quality grading.","### Q16:
1

### Q16_just:
Trismus was assessed by
the presence (Y/N), grade when available, or amount of opening (mm). Measures
of quality of life (QOL) and economic variables were documented if available.
Further data collected for each article such as type of study, blinding,
presence of control group, scale validity, and samples size were used to
determine the quality grading.",False,1,1,True
1249,397,Q16,"### Q16:
1

### Q16_just:
Two 
authors independently extracted data on participants (A. D.-C. and P. 
C,-F.), intervention, ARDS and DAD definitions, and mortality for each 
study using a standardized form. We contacted authors if we required 
clarification of data for the primary outcome (e-Appendix 1). 
Disagreements in all phases were resolved by consensus in consultation 
with a senior author (B. T. T., E. B., J. M., and L. P.).","### Q16:
1

### Q16_just:
Two authors independently extracted data on participants (A. D.-C. and P. C,-F.), intervention, ARDS and DAD definitions, and mortality for each study using a standardized form.",False,1,1,True
1250,398,Q16,"### Q16:
1

### Q16_just:
The design 
of the study, response rate, year, country, size, population 
characteristics (age, gender, country area and education level), 
instrument used to measure ARFD knowledgeperformed intervention (if 
any), and results as percentage of answers to each questionâ€™s options 
were recorded. The instruments employed to measure ARFD knowledge are 
specified in Table 2. Twenty-two studies (53.7%) used either the Swedish
 Awareness Questionnaire [29â€“31] or a questionnaire based in it. The 
questions were worded as: Q1) At what age are women the most fertile? 
Q2) At what age is there a slight decrease in womenâ€™s ability to become 
pregnant?, and Q3) At what age is there a marked decrease in womenâ€™s 
ability to become pregnant? The Fertility Awareness Survey (FAS) and the
 Cardiff Fertility Knowledge Scale (CFKS) were used in 3 studies each. 
The FAS only assess one of the three questions evaluated in this review 
(Q3) but, instead of directly asking the question â€œAt what age is there a
 marked decrease in womenâ€™s ability to become pregnant?â€, participants 
are asked to rate the sentence â€œThere is a progressive decrease in a 
womanâ€™s ability to become pregnant after the age of 35â€ as â€œdefinitely 
notâ€, â€œprobably notâ€, â€œuncertainâ€, â€œprobablyâ€ or â€œdefinitelyâ€ [32,33] or
 as â€œtrueâ€, â€œfalseâ€ or â€œuncertainâ€ [34]. Regarding the CFKS, its 
individual questions were not available.The remaining 12 studies 
used questionnaires specifically designed for the studies and most of 
them asked for the age when female fertility decreases, without 
differentiating between a slight and a marked decrease. Answers 
considered as â€œcorrectâ€ in each individual paper are indicated. When 
available, the results before and after an educational intervention are 
also reported.","### Q16:
1

### Q16_just:
The design of the study, response rate, year, country, size,
population characteristics (age, gender, country area and education level),
instrument used to measure ARFD knowledge performed intervention (if any), and results
as percentage of answers to each questionâ€™s options were recorded.",False,1,1,True
1251,399,Q16,"### Q16:
1

### Q16_just:
The following data were collected 
for each study eligible when available: the type of cadaver and its 
characteristics and the intended purpose of the study. We also reported 
if chest compressions were applied and their modalities, if ventilation 
was performed, if declotting or perfusion techniques were used and if 
any other kind of equipment was used on the cadaver. Finally, we looked for any mention of the modelâ€™s quality assessment or limitations reported in those studies.","### Q16:
1

### Q16_just:
The following data were collected for each study eligible when available: the type of cadaver and its characteristics and the intended purpose of the study. We also reported if chest compressions were applied and their modalities, if ventilation was performed, if declotting or perfusion techniques were used and if any other kind of equipment was used on the cadaver. Finally, we looked for any mention of the modelâ€™s quality assessment or limitations reported in those studies.",False,1,1,True
1252,400,Q16,"### Q16:
1

### Q16_just:
The following 
data were extracted from each study: first authorâ€™s name, study design, 
duration of illness, initial platelet counts, participantâ€™s particulars,
 outcome of interest, and type of regimen used.","### Q16:
1

### Q16_just:
The
 following data were extracted from each study: first authorâ€™s name, study
 design, duration of illness, initial platelet counts, participantâ€™s 
particulars, outcome of interest, and type of regimen used.",False,1,1,True
